date,time,open,high,low,close,volume
2020-01-01,09:15:00,12202.15,12222.05,12184.8,12190.85,0
2020-01-01,10:15:00,12190.85,12200.45,12170.0,12183.4,0
2020-01-01,11:15:00,12183.15,12189.1,12172.55,12187.3,0
2020-01-01,12:15:00,12187.35,12193.15,12165.4,12175.25,0
2020-01-01,13:15:00,12175.35,12197.75,12171.75,12182.15,0
2020-01-01,14:15:00,12182.05,12188.45,12169.5,12182.3,0
2020-01-01,15:15:00,12182.45,12191.95,12177.5,12189.7,0
2020-01-02,09:15:00,12198.55,12230.9,12198.2,12219.6,0
2020-01-02,10:15:00,12220.0,12235.95,12218.6,12228.45,0
2020-01-02,11:15:00,12228.1,12257.2,12228.05,12256.05,0
2020-01-02,12:15:00,12256.55,12270.25,12250.5,12258.45,0
2020-01-02,13:15:00,12258.75,12268.75,12253.3,12262.7,0
2020-01-02,14:15:00,12263.05,12285.4,12263.0,12284.05,0
2020-01-02,15:15:00,12283.55,12289.75,12278.7,12282.35,0
2020-01-03,09:15:00,12261.1,12261.1,12229.0,12254.55,0
2020-01-03,10:15:00,12254.7,12265.5,12235.4,12243.45,0
2020-01-03,11:15:00,12243.85,12249.05,12217.5,12222.7,0
2020-01-03,12:15:00,12222.55,12240.05,12214.15,12237.0,0
2020-01-03,13:15:00,12236.6,12237.05,12214.05,12214.2,0
2020-01-03,14:15:00,12214.85,12234.05,12192.4,12227.0,0
2020-01-03,15:15:00,12226.6,12232.7,12222.2,12222.2,0
2020-01-06,09:15:00,12170.6,12175.45,12063.25,12087.1,0
2020-01-06,10:15:00,12086.95,12098.45,12069.05,12070.7,0
2020-01-06,11:15:00,12070.85,12071.45,12015.1,12022.1,0
2020-01-06,12:15:00,12022.7,12037.8,12008.4,12019.8,0
2020-01-06,13:15:00,12019.35,12025.45,11991.35,11991.45,0
2020-01-06,14:15:00,11991.25,12013.5,11974.35,11994.35,0
2020-01-06,15:15:00,11994.5,12000.55,11988.1,11988.1,0
2020-01-07,09:15:00,12079.1,12151.8,12078.25,12130.8,0
2020-01-07,10:15:00,12130.7,12131.7,12056.25,12063.3,0
2020-01-07,11:15:00,12063.1,12095.1,12053.55,12078.6,0
2020-01-07,12:15:00,12078.7,12087.55,12032.15,12034.0,0
2020-01-07,13:15:00,12033.85,12052.7,12005.7,12039.35,0
2020-01-07,14:15:00,12040.3,12058.95,12027.05,12055.15,0
2020-01-07,15:15:00,12055.25,12065.9,12053.9,12060.3,0
2020-01-08,09:15:00,11939.1,12044.45,11931.35,11996.05,0
2020-01-08,10:15:00,11996.3,12021.1,11962.85,11964.55,0
2020-01-08,11:15:00,11964.65,11972.45,11951.25,11959.55,0
2020-01-08,12:15:00,11959.45,12011.5,11954.5,11991.3,0
2020-01-08,13:15:00,11991.2,12029.75,11981.05,12007.55,0
2020-01-08,14:15:00,12007.35,12036.15,11990.4,12023.5,0
2020-01-08,15:15:00,12023.75,12031.95,12019.8,12021.6,0
2020-01-09,09:15:00,12153.15,12175.8,12136.5,12156.35,0
2020-01-09,10:15:00,12157.2,12187.15,12157.1,12177.8,0
2020-01-09,11:15:00,12177.4,12192.5,12170.95,12189.9,0
2020-01-09,12:15:00,12189.95,12208.25,12181.05,12207.1,0
2020-01-09,13:15:00,12206.55,12217.8,12185.75,12195.05,0
2020-01-09,14:15:00,12195.1,12224.0,12189.8,12217.8,0
2020-01-09,15:15:00,12218.55,12219.7,12211.6,12214.45,0
2020-01-10,09:15:00,12271.0,12271.0,12231.05,12266.65,0
2020-01-10,10:15:00,12267.15,12287.15,12264.5,12286.15,0
2020-01-10,11:15:00,12285.1,12311.05,12285.1,12300.1,0
2020-01-10,12:15:00,12299.85,12309.3,12278.5,12287.7,0
2020-01-10,13:15:00,12287.35,12292.5,12230.4,12237.65,0
2020-01-10,14:15:00,12237.55,12264.85,12213.6,12258.85,0
2020-01-10,15:15:00,12258.9,12259.45,12252.5,12256.5,0
2020-01-13,09:15:00,12296.7,12337.4,12287.0,12317.9,0
2020-01-13,10:15:00,12317.95,12334.95,12316.6,12330.65,0
2020-01-13,11:15:00,12330.4,12335.75,12318.2,12328.15,0
