date,time,open,high,low,close,volume
2020-01-20,14:15:00,31162.45,31176.0,31052.5,31073.55,0
2020-01-20,15:15:00,31074.5,31105.95,31059.5,31097.7,0
2020-01-21,09:15:00,30978.85,31170.05,30862.0,31068.05,0
2020-01-21,10:15:00,31069.65,31069.9,30879.5,30980.95,0
2020-01-21,11:15:00,30976.3,31069.45,30931.8,31016.75,0
2020-01-21,12:15:00,31015.6,31024.0,30943.7,31004.8,0
2020-01-21,13:15:00,31003.95,31004.9,30917.0,30931.55,0
2020-01-21,14:15:00,30928.65,31029.2,30872.35,30945.25,0
2020-01-21,15:15:00,30948.25,30969.3,30932.65,30955.1,0
2020-01-22,09:15:00,31061.6,31147.75,30895.7,30898.75,0
2020-01-22,10:15:00,30900.4,30918.5,30725.45,30731.7,0
2020-01-22,11:15:00,30728.3,30764.85,30687.7,30707.3,0
2020-01-22,12:15:00,30705.05,30804.95,30703.35,30759.6,0
2020-01-22,13:15:00,30761.1,30788.1,30615.75,30663.65,0
2020-01-22,14:15:00,30660.15,30741.5,30619.7,30705.25,0
2020-01-22,15:15:00,30704.65,30716.05,30675.1,30691.85,0
2020-01-23,09:15:00,30742.2,30953.5,30624.45,30862.6,0
2020-01-23,10:15:00,30862.5,30879.05,30732.25,30744.95,0
2020-01-23,11:15:00,30743.65,30853.0,30715.65,30853.0,0
2020-01-23,12:15:00,30851.1,31068.05,30851.1,31065.15,0
2020-01-23,13:15:00,31063.55,31087.25,30960.75,30992.1,0
2020-01-23,14:15:00,30993.1,31054.8,30971.55,30999.55,0
2020-01-23,15:15:00,31000.4,31014.7,30983.2,31012.75,0
2020-01-24,09:15:00,31040.1,31207.1,30882.7,31196.5,0
2020-01-24,10:15:00,31194.6,31298.6,31194.6,31253.3,0
2020-01-24,11:15:00,31253.75,31277.5,31174.3,31234.85,0
2020-01-24,12:15:00,31234.05,31305.6,31201.3,31303.5,0
2020-01-24,13:15:00,31302.25,31348.35,31268.75,31338.15,0
2020-01-24,14:15:00,31338.65,31374.15,31237.45,31256.45,0
2020-01-24,15:15:00,31256.05,31282.85,31221.6,31257.0,0
2020-01-27,09:15:00,31110.55,31187.45,30926.5,31159.65,0
2020-01-27,10:15:00,31160.5,31226.75,31070.4,31118.35,0
2020-01-27,11:15:00,31118.35,31151.15,31079.3,31114.85,0
2020-01-27,12:15:00,31114.6,31145.65,31017.8,31023.35,0
2020-01-27,13:15:00,31024.65,31064.8,30936.5,30967.8,0
2020-01-27,14:15:00,30969.25,31006.4,30830.1,30834.2,0
2020-01-27,15:15:00,30837.95,30844.05,30808.8,30819.2,0
2020-01-28,09:15:00,30922.0,31045.45,30761.4,30913.05,0
2020-01-28,10:15:00,30908.75,30991.7,30818.55,30929.3,0
2020-01-28,11:15:00,30929.7,30986.65,30917.0,30978.85,0
2020-01-28,12:15:00,30978.2,31048.25,30895.7,31017.45,0
2020-01-28,13:15:00,31018.7,31036.6,30856.7,30871.35,0
2020-01-28,14:15:00,30868.5,30905.45,30658.1,30794.15,0
2020-01-28,15:15:00,30791.25,30803.15,30762.75,30780.7,0
2020-01-29,09:15:00,30915.1,31022.95,30866.65,30995.25,0
2020-01-29,10:15:00,30994.45,31082.05,30937.8,31034.35,0
2020-01-29,11:15:00,31036.55,31067.4,30992.9,31030.75,0
2020-01-29,12:15:00,31029.85,31036.2,30955.9,30997.95,0
2020-01-29,13:15:00,30999.0,31036.1,30868.85,30969.05,0
2020-01-29,14:15:00,30968.1,31002.5,30839.95,30882.7,0
2020-01-29,15:15:00,30883.3,30905.95,30864.8,30872.65,0
2020-01-30,09:15:00,30889.25,30894.9,30627.8,30650.25,0
2020-01-30,10:15:00,30649.3,30661.75,30559.85,30607.25,0
2020-01-30,11:15:00,30607.1,30691.45,30593.75,30629.05,0
2020-01-30,12:15:00,30626.65,30643.65,30551.6,30599.55,0
2020-01-30,13:15:00,30596.55,30642.35,30528.25,30535.55,0
2020-01-30,14:15:00,30536.05,30731.05,30522.05,30648.85,0
2020-01-30,15:15:00,30645.35,30653.25,30591.4,30620.0,0
2020-01-31,09:15:00,30950.5,30981.5,30816.75,30893.1,0
2020-01-31,10:15:00,30895.85,30954.1,30776.45,30816.45,0
2020-01-31,11:15:00,30814.5,30828.6,30692.9,30743.3,0
2020-01-31,12:15:00,30743.75,30893.55,30695.05,30817.7,0
2020-01-31,13:15:00,30817.0,30976.95,30808.4,30953.75,0
2020-01-31,14:15:00,30955.1,31028.9,30795.8,30829.05,0
2020-01-31,15:15:00,30830.6,30840.05,30787.55,30812.75,0
2020-02-01,09:15:00,30726.2,30845.15,30437.75,30795.0,0
2020-02-01,10:15:00,30794.4,30918.55,30719.65,30872.85,0
2020-02-01,11:15:00,30876.0,30884.7,30626.25,30638.7,0
2020-02-01,12:15:00,30636.65,30811.6,30521.55,30637.95,0
2020-02-01,13:15:00,30637.2,30641.8,29929.2,30337.15,0
2020-02-01,14:15:00,30336.2,30338.5,29772.05,29812.25,0
2020-02-01,15:15:00,29810.85,29850.8,29755.3,29814.75,0
2020-02-03,09:15:00,29811.75,29951.95,29615.3,29936.25,0
2020-02-03,10:15:00,29938.9,30087.6,29929.2,30024.3,0
2020-02-03,11:15:00,30022.35,30022.35,29784.95,29836.85,0
2020-02-03,12:15:00,29836.55,30036.95,29798.8,29959.45,0
2020-02-03,13:15:00,29960.45,29996.05,29863.05,29925.65,0
2020-02-03,14:15:00,29927.3,30105.25,29885.65,30000.0,0
2020-02-03,15:15:00,29999.45,30055.7,29993.85,30046.5,0
2020-02-04,09:15:00,30235.3,30381.45,30186.75,30362.95,0
2020-02-04,10:15:00,30364.8,30693.7,30361.95,30635.7,0
2020-02-04,11:15:00,30637.6,30776.15,30637.6,30701.15,0
2020-02-04,12:15:00,30702.25,30718.7,30574.5,30655.45,0
2020-02-04,13:15:00,30652.8,30759.0,30634.25,30666.15,0
2020-02-04,14:15:00,30666.55,30723.95,30633.6,30681.55,0
2020-02-04,15:15:00,30680.3,30705.45,30653.2,30679.8,0
2020-02-05,09:15:00,30761.95,30885.0,30633.1,30854.1,0
2020-02-05,10:15:00,30849.2,30944.7,30817.3,30863.35,0
2020-02-05,11:15:00,30863.2,30881.85,30658.7,30719.4,0
2020-02-05,12:15:00,30717.55,30823.5,30698.8,30796.95,0
2020-02-05,13:15:00,30797.55,30958.8,30775.65,30932.45,0
2020-02-05,14:15:00,30932.25,31065.85,30932.25,30987.2,0
2020-02-05,15:15:00,30987.15,31037.35,30976.6,31018.0,0
2020-02-06,09:15:00,31070.75,31141.3,30972.9,31001.95,0
2020-02-06,10:15:00,30998.45,31049.95,30917.65,30920.1,0
2020-02-06,11:15:00,30919.05,31241.7,30919.05,31173.1,0
2020-02-06,12:15:00,31174.15,31353.55,31171.0,31319.8,0
2020-02-06,13:15:00,31322.4,31465.3,31245.9,31339.5,0
2020-02-06,14:15:00,31339.9,31378.7,31266.9,31301.25,0
2020-02-06,15:15:00,31303.5,31310.35,31269.9,31286.7,0
2020-02-07,09:15:00,31367.05,31367.05,31129.75,31183.15,0
2020-02-07,10:15:00,31183.45,31232.45,31129.85,31165.3,0
2020-02-07,11:15:00,31165.55,31207.35,31111.6,31156.85,0
2020-02-07,12:15:00,31158.85,31315.05,31137.05,31236.75,0
2020-02-07,13:15:00,31236.65,31251.95,31140.55,31196.85,0
2020-02-07,14:15:00,31196.1,31259.05,31150.8,31207.15,0
2020-02-07,15:15:00,31207.3,31210.25,31154.9,31163.25,0
2020-02-10,09:15:00,31248.65,31248.65,31009.65,31041.7,0
2020-02-10,10:15:00,31040.95,31068.8,30958.35,31052.45,0
2020-02-10,11:15:00,31051.55,31123.55,31011.55,31106.25,0
2020-02-10,12:15:00,31105.8,31140.45,31052.3,31057.6,0
2020-02-10,13:15:00,31056.3,31107.4,31024.9,31036.15,0
2020-02-10,14:15:00,31035.4,31071.35,30972.55,31068.4,0
2020-02-10,15:15:00,31069.55,31084.65,31045.5,31066.3,0
2020-02-11,09:15:00,31230.2,31504.25,31230.2,31452.4,0
2020-02-11,10:15:00,31452.5,31459.15,31383.9,31389.2,0
2020-02-11,11:15:00,31388.75,31409.05,31300.1,31319.45,0
2020-02-11,12:15:00,31321.5,31358.8,31289.7,31348.75,0
2020-02-11,13:15:00,31348.75,31392.35,31302.75,31326.8,0
2020-02-11,14:15:00,31326.5,31348.4,31273.6,31319.6,0
2020-02-11,15:15:00,31319.25,31324.55,31282.0,31299.95,0
2020-02-12,09:15:00,31441.15,31553.4,31403.45,31533.8,0
2020-02-12,10:15:00,31534.3,31588.6,31488.6,31502.8,0
2020-02-12,11:15:00,31500.1,31547.4,31455.25,31466.5,0
2020-02-12,12:15:00,31466.8,31511.2,31445.55,31467.0,0
2020-02-12,13:15:00,31468.15,31542.55,31430.8,31506.1,0
2020-02-12,14:15:00,31504.65,31539.9,31478.45,31480.7,0
2020-02-12,15:15:00,31480.65,31492.55,31466.7,31482.65,0
2020-02-13,09:15:00,31586.55,31598.55,31284.75,31315.8,0
2020-02-13,10:15:00,31319.15,31352.3,31278.3,31328.25,0
2020-02-13,11:15:00,31329.55,31345.85,31243.8,31257.1,0
2020-02-13,12:15:00,31258.35,31282.0,31207.8,31262.2,0
2020-02-13,13:15:00,31261.1,31261.45,31181.35,31208.75,0
2020-02-13,14:15:00,31206.8,31260.65,31184.7,31226.25,0
2020-02-13,15:15:00,31225.45,31249.15,31196.9,31197.75,0
2020-02-14,09:15:00,31281.85,31435.15,31275.25,31285.25,0
2020-02-14,10:15:00,31286.3,31318.6,30780.4,30855.65,0
2020-02-14,11:15:00,30857.65,31094.55,30846.5,30976.45,0
2020-02-14,12:15:00,30976.5,31007.75,30925.7,30953.1,0
2020-02-14,13:15:00,30950.1,30976.9,30878.8,30932.3,0
2020-02-14,14:15:00,30933.5,30933.95,30790.7,30833.4,0
2020-02-14,15:15:00,30836.9,30861.95,30806.55,30861.95,0
2020-02-17,09:15:00,30873.85,30996.5,30650.2,30764.2,0
2020-02-17,10:15:00,30772.8,30844.1,30691.95,30793.25,0
2020-02-17,11:15:00,30794.05,30866.4,30781.75,30798.0,0
2020-02-17,12:15:00,30796.45,30805.85,30679.4,30725.9,0
2020-02-17,13:15:00,30724.35,30758.7,30632.0,30651.55,0
2020-02-17,14:15:00,30655.2,30718.6,30635.25,30669.05,0
2020-02-17,15:15:00,30667.85,30717.7,30664.25,30711.55,0
2020-02-18,09:15:00,30661.5,30680.7,30439.9,30492.3,0
2020-02-18,10:15:00,30491.65,30495.5,30341.5,30367.1,0
2020-02-18,11:15:00,30365.85,30401.05,30314.1,30326.8,0
2020-02-18,12:15:00,30326.8,30359.0,30259.45,30313.85,0
2020-02-18,13:15:00,30315.2,30362.15,30260.25,30337.35,0
2020-02-18,14:15:00,30333.4,30615.2,30332.7,30615.2,0
2020-02-18,15:15:00,30613.5,30629.9,30569.25,30618.65,0
2020-02-19,09:15:00,30905.0,30930.35,30650.25,30712.55,0
2020-02-19,10:15:00,30708.25,30746.0,30608.35,30697.6,0
2020-02-19,11:15:00,30699.35,30758.15,30683.25,30750.2,0
2020-02-19,12:15:00,30745.85,30852.55,30721.85,30828.95,0
2020-02-19,13:15:00,30828.1,30839.65,30725.2,30781.05,0
2020-02-19,14:15:00,30781.35,30876.3,30750.7,30825.75,0
2020-02-19,15:15:00,30826.65,30851.55,30811.25,30841.05,0
2020-02-20,09:15:00,30862.3,30940.75,30709.35,30876.6,0
2020-02-20,10:15:00,30872.65,31022.5,30872.65,31011.55,0
2020-02-20,11:15:00,31012.85,31080.4,30996.15,31041.45,0
2020-02-20,12:15:00,31040.95,31082.0,31004.45,31033.95,0
2020-02-20,13:15:00,31035.45,31044.35,30967.85,30988.35,0
2020-02-20,14:15:00,30987.15,31050.35,30912.7,30960.7,0
2020-02-20,15:15:00,30959.95,30977.05,30914.95,30939.55,0
2020-02-24,09:15:00,30666.35,30666.35,30471.65,30577.7,0
2020-02-24,10:15:00,30576.4,30628.35,30526.4,30593.15,0
2020-02-24,11:15:00,30594.6,30663.55,30569.1,30628.95,0
2020-02-24,12:15:00,30629.45,30702.15,30612.85,30634.3,0
2020-02-24,13:15:00,30636.1,30647.0,30551.05,30587.05,0
2020-02-24,14:15:00,30587.4,30614.65,30440.5,30460.6,0
2020-02-24,15:15:00,30460.55,30499.4,30429.4,30486.35,0
2020-02-25,09:15:00,30517.0,30556.65,30337.65,30505.0,0
2020-02-25,10:15:00,30504.1,30547.25,30451.8,30538.55,0
2020-02-25,11:15:00,30538.5,30609.9,30499.65,30583.6,0
2020-02-25,12:15:00,30585.25,30592.7,30420.5,30424.1,0
2020-02-25,13:15:00,30427.4,30507.35,30347.5,30368.65,0
2020-02-25,14:15:00,30367.1,30519.3,30332.05,30443.3,0
2020-02-25,15:15:00,30443.95,30481.35,30425.75,30465.25,0
2020-02-26,09:15:00,30279.95,30346.25,30198.15,30256.0,0
2020-02-26,10:15:00,30255.45,30308.9,30177.85,30208.95,0
2020-02-26,11:15:00,30208.45,30282.75,30208.45,30244.75,0
2020-02-26,12:15:00,30244.7,30313.6,30234.45,30302.25,0
2020-02-26,13:15:00,30300.0,30509.05,30300.0,30328.35,0
2020-02-26,14:15:00,30326.2,30344.6,30135.1,30304.75,0
2020-02-26,15:15:00,30308.1,30372.9,30295.25,30345.35,0
2020-02-27,09:15:00,30270.0,30270.0,29918.85,29980.55,0
2020-02-27,10:15:00,29979.95,30042.2,29936.2,30003.7,0
2020-02-27,11:15:00,30006.85,30051.1,29950.35,29983.9,0
2020-02-27,12:15:00,29984.3,30090.85,29959.8,30066.5,0
2020-02-27,13:15:00,30069.2,30143.45,29981.05,30038.15,0
2020-02-27,14:15:00,30038.75,30230.1,30013.25,30205.45,0
2020-02-27,15:15:00,30202.1,30221.85,30149.9,30164.6,0
2020-02-28,09:15:00,29501.55,29564.1,29267.35,29347.9,0
2020-02-28,10:15:00,29347.9,29414.0,29325.75,29332.95,0
2020-02-28,11:15:00,29333.85,29394.3,29242.05,29264.8,0
2020-02-28,12:15:00,29265.1,29449.25,29162.75,29367.85,0
2020-02-28,13:15:00,29365.5,29422.5,29270.55,29305.9,0
2020-02-28,14:15:00,29307.5,29353.25,29053.4,29139.5,0
2020-02-28,15:15:00,29140.3,29222.0,29140.3,29191.4,0
2020-03-02,09:15:00,29701.0,29778.65,29327.7,29442.9,0
2020-03-02,10:15:00,29444.6,29549.0,29435.55,29494.8,0
2020-03-02,11:15:00,29496.5,29565.05,29476.7,29506.35,0
2020-03-02,12:15:00,29507.75,29524.1,29376.45,29437.65,0
2020-03-02,13:15:00,29436.9,29624.65,29435.75,29576.7,0
2020-03-02,14:15:00,29575.75,29587.3,28599.5,28628.05,0
2020-03-02,15:15:00,28635.65,28967.1,28573.5,28913.4,0
2020-03-03,09:15:00,29012.55,29280.65,29012.55,29106.55,0
2020-03-03,10:15:00,29106.2,29129.6,28794.4,28914.45,0
2020-03-03,11:15:00,28913.2,28971.15,28755.9,28891.3,0
2020-03-03,12:15:00,28886.4,29095.0,28844.45,28924.7,0
2020-03-03,13:15:00,28920.65,29185.85,28879.95,29098.65,0
2020-03-03,14:15:00,29097.65,29267.45,28971.0,29167.6,0
2020-03-03,15:15:00,29167.1,29260.85,29164.8,29240.7,0
2020-03-04,09:15:00,29252.95,29252.95,28925.1,28925.3,0
2020-03-04,10:15:00,28927.35,28927.35,28732.35,28778.65,0
2020-03-04,11:15:00,28778.3,28829.9,28724.85,28765.45,0
2020-03-04,12:15:00,28763.1,28818.65,28428.0,28457.9,0
2020-03-04,13:15:00,28462.1,28506.55,28125.45,28290.95,0
2020-03-04,14:15:00,28290.5,28740.5,28268.65,28703.0,0
2020-03-04,15:15:00,28703.45,28742.8,28610.35,28671.25,0
2020-03-05,09:15:00,28830.3,28909.85,28561.05,28615.25,0
2020-03-05,10:15:00,28605.9,29028.0,28538.55,28956.55,0
2020-03-05,11:15:00,28959.7,29102.5,28897.5,29060.4,0
2020-03-05,12:15:00,29061.55,29132.6,28941.7,29024.7,0
2020-03-05,13:15:00,29024.85,29041.2,28797.8,28884.0,0
2020-03-05,14:15:00,28883.0,28937.6,28736.45,28807.75,0
2020-03-05,15:15:00,28808.4,28832.65,28744.15,28787.6,0
2020-03-06,09:15:00,27649.95,27807.75,27201.3,27645.35,0
2020-03-06,10:15:00,27640.1,27675.45,27453.9,27497.45,0
2020-03-06,11:15:00,27500.45,27580.35,27442.5,27533.4,0
2020-03-06,12:15:00,27534.25,27864.05,27491.4,27829.0,0
2020-03-06,13:15:00,27832.0,28042.5,27776.9,27800.3,0
2020-03-06,14:15:00,27782.25,27948.45,27698.8,27811.45,0
2020-03-06,15:15:00,27811.2,27819.4,27759.6,27780.45,0
2020-03-09,09:15:00,27031.45,27039.05,26640.95,26693.6,0
2020-03-09,10:15:00,26700.15,26747.35,26525.2,26633.65,0
2020-03-09,11:15:00,26629.0,26738.6,26620.4,26734.2,0
2020-03-09,12:15:00,26734.8,26786.65,25940.4,26053.85,0
2020-03-09,13:15:00,26051.95,26260.1,25947.8,26244.85,0
2020-03-09,14:15:00,26245.7,26625.25,26167.1,26490.7,0
2020-03-09,15:15:00,26495.15,26515.25,26364.65,26502.25,0
2020-03-11,09:15:00,26272.75,26784.2,26241.5,26420.5,0
2020-03-11,10:15:00,26418.35,26461.45,26251.45,26357.85,0
2020-03-11,11:15:00,26356.7,26686.55,26320.35,26524.65,0
2020-03-11,12:15:00,26525.9,26738.7,26483.5,26647.95,0
2020-03-11,13:15:00,26648.65,26742.85,26412.25,26562.8,0
2020-03-11,14:15:00,26558.35,26658.85,26451.9,26467.15,0
2020-03-11,15:15:00,26468.35,26498.1,26422.8,26458.25,0
2020-03-12,09:15:00,25175.9,25215.95,24785.2,24976.1,0
2020-03-12,10:15:00,24974.05,24975.05,24025.0,24358.9,0
2020-03-12,11:15:00,24362.9,24545.65,24195.65,24320.3,0
2020-03-12,12:15:00,24324.35,24713.7,24324.35,24537.4,0
2020-03-12,13:15:00,24545.45,24685.2,24249.5,24249.5,0
2020-03-12,14:15:00,24245.3,24307.85,23613.1,23894.35,0
2020-03-12,15:15:00,23883.6,24250.05,23880.95,24162.5,0
2020-03-13,09:15:00,22720.75,22762.0,21397.45,21444.75,0
2020-03-13,10:15:00,21444.75,24579.05,21444.75,23952.75,0
2020-03-13,11:15:00,23951.8,24673.85,23738.75,24543.7,0
2020-03-13,12:15:00,24540.45,25654.95,24465.45,25235.25,0
2020-03-13,13:15:00,25203.15,25622.1,25012.45,25166.2,0
2020-03-13,14:15:00,25163.85,25221.5,24259.95,25217.7,0
2020-03-13,15:15:00,25218.7,25368.3,25119.7,25346.35,0
2020-03-16,09:15:00,24061.6,24061.6,23360.45,23715.75,0
2020-03-16,10:15:00,23714.65,24029.35,23618.45,23787.6,0
2020-03-16,11:15:00,23797.5,23899.7,23458.65,23496.35,0
2020-03-16,12:15:00,23498.6,23778.75,23320.2,23601.55,0
2020-03-16,13:15:00,23602.65,23705.15,23215.75,23221.15,0
2020-03-16,14:15:00,23222.1,23442.1,23019.8,23028.55,0
2020-03-16,15:15:00,23028.8,23123.55,23012.4,23084.9,0
2020-03-17,09:15:00,23348.05,23436.65,22396.5,23268.6,0
2020-03-17,10:15:00,23264.2,23448.4,23029.1,23095.6,0
2020-03-17,11:15:00,23098.8,23247.1,22848.1,23099.7,0
2020-03-17,12:15:00,23101.45,23266.35,22975.8,23125.5,0
2020-03-17,13:15:00,23127.8,23225.3,22705.95,22856.85,0
2020-03-17,14:15:00,22849.45,22884.25,22006.55,22058.8,0
2020-03-17,15:15:00,22054.9,22213.65,22028.85,22103.9,0
2020-03-18,09:15:00,22411.85,22531.6,21513.8,21542.95,0
2020-03-18,10:15:00,21532.45,21861.2,21184.2,21207.25,0
2020-03-18,11:15:00,21213.35,21412.6,20685.35,20732.25,0
2020-03-18,12:15:00,20737.25,20932.7,20269.45,20535.4,0
2020-03-18,13:15:00,20537.55,20932.2,20431.95,20514.3,0
2020-03-18,14:15:00,20519.85,20878.1,20329.3,20413.4,0
2020-03-18,15:15:00,20414.55,20958.65,20403.45,20828.65,0
2020-03-19,09:15:00,19428.95,19428.95,18680.65,19156.2,0
2020-03-19,10:15:00,19157.0,20333.55,19039.55,20333.55,0
2020-03-19,11:15:00,20338.15,20421.95,19613.35,19773.95,0
2020-03-19,12:15:00,19786.8,20633.45,19754.35,20299.15,0
2020-03-19,13:15:00,20295.0,21032.75,20094.4,20964.15,0
2020-03-19,14:15:00,20961.2,20995.2,20076.3,20123.7,0
2020-03-19,15:15:00,20126.05,20126.05,19911.65,20042.7,0
2020-03-20,09:15:00,19898.3,20220.1,19265.55,19757.9,0
2020-03-20,10:15:00,19756.25,19838.3,19466.15,19527.75,0
2020-03-20,11:15:00,19529.15,20205.85,19527.55,20148.6,0
2020-03-20,12:15:00,20161.3,20635.05,20137.95,20451.75,0
2020-03-20,13:15:00,20446.25,20923.25,19754.9,19875.65,0
2020-03-20,14:15:00,19891.4,20451.05,19740.2,20246.3,0
2020-03-20,15:15:00,20240.85,20426.55,20221.25,20272.9,0
