Equity NF Daily Strategy 1
1798116.0361860371
2124760.179185677
2077493.8635951933
2027285.1622527242
1969665.3840691117
1926325.892201993
2240928.770109102
2183552.696641698
2128301.1813177606
2410114.929615586
2359291.2499331944
2308505.883534426
2258065.131286949
2208872.2870802456
2475591.2053853665
2440080.495898911
2697822.587474607
2650292.919177696
2896272.080582688
3132056.6341522355
3359773.1692969594
3317515.1862689
3275755.5635782853
3489294.3440308105
3449754.1830971176
3421418.546272086
3621262.426934579
3594593.6155408225
3568038.6614644034
3540965.2068684935
3513785.4672021638
3475490.4033628637
3437164.9861923824
3399089.7027124474
3595521.41636666
3779973.871407121
3745531.731708112
3921721.829044278
3888705.50482771
3856199.51240274
3824114.629493341
3792587.3933741134
3961473.0357409613
3938936.729587778
3916104.919153074
3893202.291047852
3870247.5983584984
3846641.3865206926
4015527.2784746103
3983973.339642991
3961157.3002226437
3938169.761425854
3915510.4066879107
3892447.3301217267
4069840.033075098
4045941.8987501473
4228833.33466176
4204210.6171531435
4171036.2596442443
4137974.5161417043
4105129.352138344
4072800.6922819293
4049757.5751683544
4026798.938180265
4206547.559747702
4182561.734947909
4158358.6999504254
4133780.57075151
4109254.326551706
4084574.951461941
4275203.176975593
4249750.211401298
4214442.0445949035
4179080.493948915
4362478.901820623
4328158.037533805
4503022.081270097
4470969.115868943
4439127.885004302
4613275.739437134
4590397.812055274
4567528.562573453
4534838.518998584
4502380.331505166
4670288.503221944
4638934.711878217
4607971.971034569
4586358.56522231
4564794.884906407
4543039.340131501
4521172.21376651
4498981.453743486
4476844.486493171
4454595.226922857
4432448.377192788
4410169.3154712245
4387502.343294324
4364609.523660185
4341688.497612916
4511644.597307804
4479865.978440347
4448329.661179379
4416853.811815387
4385934.750207288
4355173.062719522
4510264.387635429
4481093.035203395
4460838.050336198
4440576.926928274
4411081.842745889
4563078.39622139
4534363.317978153
4514370.906565286
4494333.175351597
4465241.74467984
4436159.523304313
4589139.02680639
4568676.5088387
4548109.213781161
4699665.596694755
4848076.4023239175
4991466.652889493
4964549.722814588
4937901.149881184
4911640.320409312
4885446.89364793
4859466.408621062
4833631.716410519
4807892.602235241
4789931.879231136
4764220.105625386
4738577.000900776
4712918.736512596
4695011.862212993
4669464.852062974
4644012.275178717
4626160.863226503
4758597.664438479
4733389.227688736
4708304.825104279
4683458.045452934
4658592.149738109
4786079.455873739
4910880.423437186
4887053.33418387
4863434.802240861
4840056.974252831
4816687.883088755
4936366.214300547
4913416.984767934
4890565.509420473
5005745.329248592
4989972.378469929
4974071.995241856
4958115.193383318
4941979.489074307
4925649.337644719
4909150.570211664
5034357.390774032
5017544.496455274
5000671.357177027
4977297.124845102
4960834.083639054
4944158.616585409
5071077.15577526
5054052.9795719925
5036978.940049571
5019768.824478749
