Equity NF 15 min Strategy 1
991583.3762500006
975666.002500001
1004753.8787500012
977595.8800000014
946687.5062500017
998270.8825000016
974847.5087500014
970172.2600000016
1021754.136250002
1009589.3875000022
1004924.6387500018
1022762.890000002
1003104.1412500022
1118458.8925000024
1098823.3937500024
1135439.7700000023
1112061.3962500023
1096183.7725000028
1211541.523750003
1214385.0250000027
1198476.651250003
1208815.6525000033
1177901.2787500038
1139487.6550000042
1149828.9062500044
1130173.1575000044
1073021.9087500048
1188387.9100000053
1191265.9112500052
1197916.0375000057
1189567.663750006
1248726.040000006
1274137.7912500063
1258295.4175000065
1253701.918750007
1267860.295000007
1293267.546250007
1408683.7975000073
1381609.798750007
1249546.3000000068
1365007.551250007
1345478.5525000067
1352196.178750007
1332661.9300000072
1324376.5562500071
1518611.432500007
1510365.058750007
1550875.0600000075
1977684.936250007
1804520.312500007
1950073.8137500077
1953112.3150000076
1914896.6912500076
2030415.6925000078
1995926.4437500085
1976438.6950000087
1945696.0712500084
1753719.5725000082
1719258.8237500077
1699796.5750000076
1834099.7012500078
1777160.7025000078
1776466.0787500073
1783270.705000007
1775073.8312500075
1759376.2075000077
1889943.2087500081
1870521.460000008
1993610.211250008
2037965.8375000083
2029869.4637500083
2175507.7150000082
2126136.216250008
2118018.8425000086
2094901.4687500086
2161775.095000008
2202396.096250008
2329256.9725000076
2309856.9737500083
2316708.100000009
2312308.1012500096
2079180.9775000096
2198589.10375001
2171756.6050000098
2171171.48125001
2148086.35750001
2110002.7337500104
2079419.8600000103
2030088.8612500103
2029512.7375000108
2088930.613750011
2092092.865000011
2207741.616250011
2334615.992500012
2367724.2437500115
2337078.370000012
2306432.4962500124
2249533.9975000126
2215133.248750012
2083222.7500000114
2026304.7512500114
2070646.8775000116
2043746.1287500118
2031846.8800000122
2019945.3812500122
2086801.7575000124
2074916.0087500128
2104284.3850000137
2152397.1362500135
2268022.637500014
2259909.013750014
2180539.7650000136
2303650.2662500134
2445484.142500013
2426055.6437500133
2376633.8950000135
2349714.3962500133
2341543.022500013
2318370.1487500137
2317695.0250000143
2298268.026250014
2278841.0275000148
2270665.9037500145
2221236.655000014
2224302.1562500144
2298624.7825000146
2387941.4087500144
2391001.660000015
2412810.036250015
2385863.5375000145
2366416.2887500147
2485732.915000015
2473810.4162500147
2510626.2925000144
2476185.043750014
2449243.045000014
2403549.171250014
2399101.1725000143
2387152.423750014
2543935.300000014
2546952.0512500135
2516215.4275000133
2365490.8037500135
2394784.1800000137
2375329.4312500143
2404630.3075000145
2400184.558750015
2380740.3100000154
2365042.6862500156
2345595.437500016
2299897.0637500156
2287945.315000016
2343501.8162500155
2414056.8175000157
2492112.5687500155
2558938.195000015
2550769.071250016
2542599.947500016
2586924.073750016
2571242.200000016
2555560.3262500158
2539879.202500016
2662934.203750016
2797213.3300000154
2923966.206250015
2908207.8325000154
2933703.583750015
2902946.710000015
2883440.961250015
2931428.4625000153
2926910.7137500145
2911144.0900000143
2940381.9662500145
2924625.0925000147
2905117.843750015
2881860.220000015
3027369.4712500153
3007891.4725000155
3007161.5987500157
3043924.9750000155
3031936.4762500157
3012448.727500016
2992960.978750016
2924718.3550000167
2905220.856250017
2915726.357500017
2899984.4837500174
2884242.610000017
2872248.861250018
2849005.4875000175
2964498.2387500172
3004968.490000018
2981682.3662500177
3033403.742500018
3013879.993750018
2994352.4950000187
2982325.746250019
2951549.3725000187
2947025.6237500184
2935002.625000018
2911728.5012500184
3045938.627500019
3045135.2537500192
3033080.0050000194
3024773.631250019
3008966.5075000194
2996908.2587500196
2951097.38500002
2927784.26125002
2956977.8875000207
2967423.388750021
2966621.5150000216
3082058.0162500218
3129979.517500022
3121645.3937500217
3113310.520000022
3089974.1462500216
3070387.3975000214
3054551.0237500216
3031213.9000000213
3037873.776250021
3014530.6525000213
3013685.278750021
2986592.530000021
3060759.9062500214
3089931.782500021
3070348.7837500214
3065763.5350000216
3064926.4112500222
3056587.787500022
3048249.1637500226
3066155.6650000224
3035307.291250022
3015707.7925000223
2992358.6687500225
2965259.9200000223
2990666.421250022
2982326.2975000218
3015229.7987500224
2988127.300000022
3002270.676250022
2982660.6775000216
3045542.4287500214
3164679.805000021
3141326.931250021
3117969.5575000206
3102111.433750021
3082502.935000021
3074143.3112500207
3058282.9375000205
3042421.813750021
3041560.6900000204
3021949.9412500206
2972342.1925000213
2952737.443750021
2948130.4450000217
2966027.1962500215
2950175.8225000217
2945575.573750022
2985970.8250000225
2970110.4512500223
2972996.7025000225
2957131.0787500227
3076279.7050000224
3064189.206250022
3033349.832500023
2998760.8337500235
3125437.960000024
3087124.086250025
3086306.4625000246
3201725.7137500253
3178381.840000025
3166289.841250025
3146697.8425000254
3127104.343750025
3115011.595000025
3200408.3462500246
3188295.3475000244
3314918.473750025
3295280.7250000252
3271892.6012500254
3289750.3525000256
3270107.3537500254
3246712.4800000256
3242069.4812500253
3222426.482500025
3274040.6087500253
3254412.6100000255
3253532.736250025
3233902.487500025
3225523.363750025
3280885.615000025
3291243.366250025
3271599.617500026
3259458.868750026
3239814.370000026
3276425.4962500264
3279288.497500026
3319655.9987500263
3303779.125000026
3317905.251250026
3362023.127500026
3346135.003750026
3461481.505000026
3576803.256250026
3605858.882500026
3597410.7587500256
3596459.635000026
3580509.2612500256
3549558.8875000253
3612349.1387500255
3633885.2650000253
3621675.5162500255
3676955.267500025
3720983.893750025
3738764.395000025
3719041.146250025
3729313.397500025
3713333.023750025
3832339.1500000246
3801336.276250025
3781584.527500025
3806827.5287500257
3802067.5300000263
3808555.6562500265
3785044.5325000263
3761528.9087500265
3741762.9100000267
3725749.536250027
3709734.662500027
3697470.913750027
3745200.4150000266
3736672.7912500263
3731894.042500026
3847130.293750026
3857379.2950000255
3815133.5462500257
3787889.2975000264
3786892.423750027
3767144.4250000273
3751149.0512500275
3881384.552500027
3947850.178750027
3928057.180000027
3927012.3062500274
3955963.6825000276
3936160.183750028
3953852.1850000275
3919038.9362500277
3887975.3125000275
3849410.938750027
3972080.440000027
3967237.941250027
3958645.8175000274
3938804.818750027
3922714.195000027
3902873.946250027
3894284.8225000273
3934453.573750028
3918377.950000028
3876051.9512500283
3874971.8275000285
3997629.3287500287
3977776.330000029
4062933.831250029
4035603.33250003
4034520.2087500305
4014694.2100000307
4006115.586250031
3982538.4625000306
3962711.713750031
3935384.965000031
4061823.591250031
4117030.592500031
4108494.718750031
4088703.970000031
4068916.2212500307
4079127.722500031
4104348.223750031
4238305.60000003
4218501.35125003
4401171.602500031
4381325.3537500305
4376480.60500003
4431629.10625003
4408019.73250003
4440654.73375003
4428285.235000031
4363409.736250031
4384775.612500031
4398640.73875003
4378759.99000003
4392625.86625003
4331484.2425000295
4337835.868750029
4415444.620000029
4395562.37125003
4386931.24750003
4404554.24875003
4377181.75000003
4447319.0012500305
4423714.87750003
4418858.87875003
4406502.130000031
4397895.00625003
4520521.75750003
4504387.633750031
4480752.760000031
4457117.886250032
4572246.887500031
4623642.763750032
4573796.515000031
4527700.641250031
4537849.142500032
4525496.1437500315
4554388.270000032
4538275.896250032
4653394.397500033
4592257.273750032
4572374.275000032
4567489.776250033
4555104.5275000315
4587723.028750032
4567846.780000032
4555471.281250032
4509343.907500032
4485714.283750032
4454583.910000032
4498446.0362500325
4643569.037500032
4623704.788750032
4633839.790000032
4651471.041250031
4654100.792500032
4679236.543750033
4659374.545000033
4639514.796250033
4642153.547500034
4798559.1737500345
4767477.550000034
4788890.676250035
4772800.052500035
4809203.428750034
4800602.305000035
4818247.806250034
4798389.557500035
4767281.683750035
4886188.810000036
4885107.936250035
4835280.437500035
4774201.813750035
4889355.565000035
4873249.191250036
4853392.442500036
4852283.818750035
4836176.695000036
4812570.321250036
4788963.947500036
4765357.573750036
4764248.9500000365
4838147.826250035
4855801.577500036
4835951.578750037
4849844.455000036
4829983.956250036
4821365.582500037
4801499.833750037
4965398.710000037
4949312.586250037
4933226.462500038
4977146.338750038
4968569.215000039
4948742.466250039
4932662.342500038
4924081.468750039
4896748.720000039
4940658.846250039
5059576.472500039
5054755.72375004
5091180.100000041
5123854.10125004
5149028.85250004
5106696.853750041
5101861.105000041
5085774.231250041
5204671.607500041
5226054.733750041
5221185.23500004
5201316.486250041
5335213.112500042
5315371.363750042
5306776.990000042
