Equity NB 60 Strategy 3
1989720.2860000003
2067014.5659999992
2143327.6379999984
2120933.3719999986
2098989.4929999984
2173901.857
2151900.7870000014
2227198.7390000024
2302707.4190000026
2381001.0030000024
2358405.7890000027
2335753.562000003
2313102.947000004
2290406.631000004
2267704.659000004
2245058.074000004
2222410.6830000044
2301505.5630000047
2278707.445000005
2255362.534000005
2333475.218000004
2411568.5580000053
2389122.015000005
2466819.775000004
2444220.541000004
2521918.3010000032
2598828.3170000026
2576328.717000003
2653821.517000003
2630979.456000003
2608182.9620000026
2585190.572000002
2665103.7400000035
2748195.660000005
2724398.8740000045
2808893.2740000053
2784795.882000006
2760695.0340000056
2844390.0620000046
2819942.591000005
2795699.6060000053
2881195.1260000058
2965509.174000006
3053821.2540000062
3028676.5830000057
3002374.251000005
3095467.6190000037
3064324.4960000045
3167014.4240000043
3264325.4120000033
3367235.8640000047
3334240.354000004
3453555.634000005
3419011.5030000056
3541325.4870000053
3507782.172000006
3626296.832000008
3592351.589000007
3713866.6290000086
3680073.2710000086
3802789.3030000106
3762995.4250000124
3904712.301000013
3866067.228000015
3832863.950000014
3799110.825000013
3923400.185000014
4044515.8250000137
4010719.9630000154
4132835.4390000147
4099240.5970000154
4063746.4570000162
4193262.217000017
4333150.281000015
4298399.616000015
4426688.256000015
4551204.136000015
4676893.9800000135
4642641.445000015
4767131.925000014
4732979.676000016
4697984.326000015
4665132.879000016
4792822.6230000155
4759078.248000016
4881791.776000017
4850391.926000018
4977082.8620000165
5102795.7820000155
5228085.790000016
5352000.7660000175
5316156.853000019
5440272.961000017
5406229.8800000185
5531344.23200002
5670432.248000021
5632530.884000022
5594687.295000022
5557084.665000023
5699171.517000025
5663918.762000024
5628772.343000025
5593471.015000026
5721958.435000027
5837673.871000025
5804929.456000026
5773229.352000026
5888718.312000028
5856718.48200003
5824425.414000029
5792025.176000029
5908915.388000028
5876564.555000026
5843018.756000026
5963333.284000027
6083645.356000027
6205534.9640000295
6327826.484000029
6447538.492000031
6414592.201000032
6383592.751000033
6352748.518000032
6321898.615000032
6290204.351000033
6258702.811000034
6227000.371000035
6341890.359000034
6310543.680000033
6278692.473000034
6394381.905000034
6363432.288000034
6474721.860000034
6443871.957000034
6413177.385000034
6523491.2730000345
6634980.993000035
6741293.825000037
6711197.129000039
6681197.379000038
6649753.626000039
6618254.4060000405
6586609.749000041
6556760.506000041
6525916.27300004
6495263.73800004
6463619.08100004
6575534.31300004
6544339.135000042
6512839.915000043
6626329.6750000445
6594979.534000046
6707870.738000045
6676620.063000046
6645626.313000046
6614923.845000044
6583780.722000045
6693294.322000045
6662801.762000047
6634651.913000047
6606252.563000047
6706544.243000046
6809635.187000048
6912726.13100005
6883923.949000049
6855174.42400005
6825929.71900005
6930842.335000049
7040931.35500005
7149245.003000049
7118852.417000049
7227363.797000049
7196666.969000049
7166114.34800005
7280605.868000051
7248806.578000051
7216812.648000051
7184812.818000053
7152517.366000052
7120166.53300005
7087621.782000049
7056219.620000049
7024525.35600005
