Equity NB 15 Strategy 2
995894.3494005994
985587.303144554
983035.2488257698
1076783.8605998752
1047285.1917866607
1036843.3733617292
1108788.4167634703
1080431.2964312136
1071432.1899412181
1062433.0834512224
1050193.6444069147
1143675.092098369
1213400.5246816792
1190704.147365353
1164790.0219761017
1154497.3934006016
1144160.3482326092
1172773.314603443
1160802.7385862737
1144059.8120133309
1097567.1811875438
1080729.5289834198
1068696.6920014545
1055042.579716328
1122100.8476450394
1190098.0971587887
1167946.5124325177
1158848.9281755192
1148089.7794824627
1218395.703049121
1209406.8234838299
1173210.4149618438
1157703.8468765826
1148681.633795798
1165388.8330775213
1156320.0040124538
1142426.466898777
1134947.7266129581
1132330.908935089
1124858.457197222
1114166.4558586744
1105052.2882200708
1095954.7039630723
1086840.536324469
1069645.267820471
1060486.0909395844
1051310.9089907599
1030417.4488188195
994755.9705661868
1018696.9802469112
1011015.4547400889
1001648.7987029218
990639.8384814092
1063015.2278695828
1132685.697835295
1123582.8633279488
1111186.0866730218
1176694.9323977719
1167690.7026202972
1158670.228358231
1149647.1807291894
1111741.521671601
1101188.4338099738
1068260.45021123
1057746.7546270015
1042471.6332989107
1049428.1056148193
1040462.1412930908
1105039.803066068
1089453.3143287378
1101393.7308332198
1170310.7401177112
1157767.4034378717
1164933.9761292287
1155777.4606688307
1144999.2307432278
1105016.7830066876
1094190.5219486218
1083413.2163054044
1084048.1326831682
1097821.1388197134
1082034.6273465133
1112397.1943795183
993819.93631484
1006392.5215816172
1017296.2781538472
1157160.5760353175
1109008.9901949025
1121843.8735666696
1120843.7735566685
1109496.4226853517
1087750.1988491751
1083308.2732150618
1154669.4539504463
1225344.8456846992
1208382.324021184
1284622.7102084155
1278436.5605550534
1495647.9388057562
1487404.4347145366
1513517.1673795718
1490935.3343792756
1470245.064313259
1631049.7728998107
1728520.7069448838
1755949.540854677
1854027.0854310067
1802582.9056572353
1799694.6988697164
1796808.1594667365
1782591.3120141106
1770326.8423685976
1743033.0715963333
2002690.1169043668
2131214.2426440716
2099529.2071515247
2084302.6884078546
2046809.0749673813
2166355.1260759234
2108827.2701247795
1538744.469199616
1530735.8647622801
1867871.0053475883
2076556.583941696
2062978.9218373573
2026490.846263629
1949771.7155155952
2046113.8484135899
2171069.934724222
2140345.7522533326
2109727.237960811
2233916.824503013
2190115.386057063
2284058.076598803
1955961.4073657054
1950717.210159847
1932911.724200481
1910992.7486638338
1922639.081113287
1906853.5206964617
1891017.9656574756
