Equity NF 60 Strategy 3
2058766.717999999
2264447.4979999987
2464769.2819999997
2411676.726
2358372.2859999994
2303617.4210000006
2508898.8850000016
2454345.2800000007
2660026.0600000005
2871105.58
3073826.763999999
3018583.7989999996
3231506.6990000005
3174614.0910000014
3392536.795000002
3615214.555000002
3833537.1790000033
3760695.382000005
3693790.222000005
4001260.622000007
3927469.400000008
4219798.976000009
4142541.861000009
4441013.4610000085
4361356.08600001
4663626.2460000105
4957956.8700000085
5280825.25800001
5204468.78900001
5129326.89400001
5411456.566000009
5337814.893000009
5263509.073000006
5186668.348000009
5476198.028000009
5771070.128000008
5697414.225000007
5979486.977000007
5906279.955000009
5834388.4950000085
5762782.929000009
6039057.0010000095
6306583.801000011
6581657.641000012
6513802.122000013
6784675.9060000125
7048603.714000013
7320077.4340000115
7248935.4390000105
7177779.714000012
7105373.100000013
7032830.721000012
7283757.537000011
7534684.353000009
7468842.164000009
7404085.9790000105
7339144.224000012
7275750.978000011
7211244.938000013
7465721.198000013
7715246.558000013
7648905.131000014
7884429.931000014
7821637.129000015
8050961.505000017
7990618.170000016
8219542.190000016
8159398.251000016
8100692.855000016
8042587.519000018
7984545.546000018
8210424.010000019
8431946.570000019
8373504.557000019
8594227.03700002
8536085.03000002
8477779.610000022
8420285.91000002
8636209.25400002
8579316.64600002
8790438.886000022
8733746.770000022
8676991.505000021
8896671.757000022
9110394.105000023
9053638.840000022
8997094.973000024
8938189.685000025
8879395.595000025
8820753.658000026
8762648.322000027
8704542.98600003
8646648.878000028
8589956.76200003
8534301.27100003
8479556.856000029
8686679.38400003
8630875.35000003
8841555.326000031
8786461.034000032
8731207.519000031
8943687.71900003
9143408.747000031
9090614.873000033
9038360.458000032
9232680.77800003
9180937.743000032
9129243.303000033
9077539.023000032
9026134.365000032
8974941.899000034
8923648.219000034
8872693.354000034
9064775.230000034
9013621.701000035
8963276.802000035
8913873.280000035
9096193.264000036
9047450.389000036
8998756.513000036
9178474.949000038
9363758.429000037
9543878.721000036
9495784.401000038
9673103.16100004
9625809.59300004
9799729.40900004
9753185.298000038
9924503.434000038
9879109.22800004
9833715.02200004
9788213.28200004
9742761.015000042
9915244.515000042
9869442.641000042
9821899.574000042
9986618.326000042
9942374.181000043
10102693.109000042
10058440.614000045
10014196.469000045
9969403.307000045
10132522.619000044
10087519.369000044
10256403.217000045
10211857.970000047
10167605.475000046
10123811.781000048
10080059.556000046
10035906.391000047
9991811.22300005
9947716.055000048
10109233.095000051
10065038.60100005
10229356.61700005
10184604.572000053
10139811.410000052
10308895.754000051
10477980.09800005
10432577.31200005
10599296.840000048
10553853.163000047
10719971.371000048
10887489.371000048
11056974.731000049
11011872.40700005
10966877.65700005
11137161.68900005
11305678.769000052
11260334.042000052
11425851.002000052
11381457.952000052
11336904.295000052
11505988.63900005
11460585.85300005
11415290.613000052
11580607.173000053
11748291.617000055
11703737.960000055
11659493.815000055
11821211.111000055
11777666.092000056
11935983.340000056
11893238.645000055
11850485.900000054
11808190.440000053
11963506.668000054
11921511.058000054
11879107.732000053
11836662.455000054
11794109.330000054
11751863.825000055
11709710.324000055
11667514.782000056
11822231.022000056
11979515.770000055
12134831.998000056
12092936.402000057
12051633.802000057
12010689.935000056
12159606.975000056
12119662.056000054
12264579.840000056
12225586.890000058
12186785.820000058
12148292.460000059
12289607.596000057
12251263.153000057
12389978.033000056
12352033.062000055
12491750.250000054
12453757.440000055
12591074.592000056
12553679.242000056
12515927.197000057
12656014.585000055
12794928.773000056
12757135.887000056
12889450.175000057
12852956.615000058
12815904.504000058
12951791.160000058
12914640.123000057
13053326.763000056
13190242.655000055
13152796.526000055
13288713.630000055
13251260.511000054
13388549.703000054
13351504.502000052
13314401.538000051
13277206.608000053
13239556.037000054
13380842.413000055
13521157.693000056
13665045.469000058
13626244.399000058
13587501.124000056
13729015.684000054
13690322.952000055
13651471.345000057
13612728.070000054
13752445.258000053
13712442.508000053
13861329.268000053
13821683.531000054
13958997.887000052
13921402.277000053
13884299.313000051
14028187.089000054
14170701.789000053
14131749.132000051
14276637.436000051
14419923.84400005
14381670.629000051
14523358.665000051
14661674.95300005
14623472.38300005
14585327.59600005
14546932.546000049
14507979.889000047
14650867.377000045
14790581.721000046
14751636.354000047
14712784.747000048
14674341.974000048
14635848.614000048
14597348.054000048
14739264.374000048
14890351.478000049
14849999.593000049
14998886.353000049
14959193.20900005
15105910.52100005
15065756.79600005
15024161.43400005
14983709.011000052
14943565.828000054
14903412.103000054
14863366.530000053
14824312.855000054
14968001.139000056
15109718.015000056
15071072.942000058
15032329.667000055
14993478.060000056
14955875.430000057
14918782.154000059
15054898.44200006
15016695.87200006
15156783.260000058
15118340.487000057
15263428.335000059
15406145.415000057
15547659.975000056
15509014.902000057
15651529.602000056
15796015.902000055
15756813.696000054
15717618.830000054
15859335.706000054
16003622.490000052
15964420.284000052
15923626.954000052
15882934.022000052
15842180.177000053
15994297.301000053
15952651.880000053
16106168.360000053
16064272.764000054
16022769.744000055
15981474.904000055
16132190.000000056
16091246.133000055
16242563.801000057
16393451.109000055
16353347.701000053
16313053.657000054
16460170.297000054
16608657.657000056
16568456.639000056
16526153.219000056
16682437.827000057
16842924.36700006
17000241.07500006
17159526.70300006
17117473.18800006
17075477.57800006
17033431.97300006
17189148.233000062
17146894.77800006
17104649.27300006
17063003.85200006
17021350.601000063
16980098.12600006
16938753.179000065
17089671.167000063
17240158.907000065
17389275.699000064
17349031.934000064
17489948.246000066
17451654.418000065
17590770.754000068
17552977.868000068
17689893.760000065
17651691.190000065
17792177.250000067
17754083.114000067
17716029.683000065
17857518.323000066
17818916.593000066
17960405.233000062
17922612.347000062
18061127.92700006
18023976.89000006
18163466.330000065
18300783.482000068
18262188.97200007
18223037.243000068
18368723.77100007
18329572.04200007
18474659.890000068
18616174.45000007
18577630.511000067
18538887.23600007
18500093.426000066
18461241.819000065
18422440.749000065
18383296.350000065
18344245.599000067
18305194.84800007
18266502.11600007
18407019.63600007
18368874.84900007
18330922.78800007
18293329.986000072
18256328.736000072
18219235.460000075
18182432.246000074
18145887.74300007
18279401.66300007
18414090.90300007
18545805.51900007
18509762.754000068
18473611.213000067
18437667.85000007
18567984.49000007
18532041.127000067
18495988.96800007
18627676.744000066
18591675.634000067
18555530.823000066
18518979.51000007
18482029.12900007
18445082.882000074
18582372.07400007
18544969.74400007
18507975.39400007
18470923.28300007
18433979.79200007
18396679.064000074
18533965.460000075
18669680.624000072
18632686.27400007
18595542.16700007
18558439.20300007
18521138.475000072
18483786.942000072
18446493.174000073
18408700.288000073
18370748.227000073
18332803.25600007
18470120.408000074
18609607.008000076
18747521.928000078
18709878.387000076
18672126.34200008
18634330.63200008
18771847.03200008
18734251.42200008
18696699.55300008
18659405.785000082
18621955.46200008
18761444.902000085
18723343.646000087
18863658.926000085
18825216.153000083
18965904.425000083
18927502.195000082
19071389.971000083
19032336.296000082
18993292.855000082
18953891.773000084
19098979.621000085
19238295.285000086
19200451.696000088
19162856.08600009
19300973.09000009
19263872.894000087
19226926.647000086
19360241.507000085
19323697.004000086
19286896.534000088
19422183.06200009
19385181.81200009
19348538.179000087
19482054.819000088
19445858.99700009
19409605.42200009
19373409.600000095
19337207.038000096
19301161.589000095
19428477.217000097
19393881.763000097
19359580.375000097
19325485.871000096
19291641.038000096
19414357.070000097
19380207.353000097
19506697.013000097
19631811.3650001
19597218.4790001
19722732.719000097
19687939.805000097
19809454.8450001
19775208.6600001
19740958.6650001
19706208.0000001
19832496.400000103
19798052.383000102
19921964.831000105
19886818.412000105
20014934.400000107
19979334.02600011
20109022.226000108
20073727.45800011
20038474.70300011
20003330.89600011
20131046.680000108
20096351.180000108
20209866.46000011
20178221.80300011
20292934.81900011
20261188.62400011
20374701.58400011
20343255.515000112
20455766.915000115
